DOI	Organism	Tissue	Technique	Data location	itemLabel	normalized_doi	item
10.1038/S41421-020-0157-Z	Human	Blood, Liver, Spleen	Chromium	GSE125188	Single-cell RNA sequencing reveals the heterogeneity of liver-resident immune cells in human	10.1038/S41421-020-0157-Z	Q94464890
10.1073/PNAS.2001250117	Cynomolgus macaque, Human, Mouse, Pig, Rhesus macaque	Eye	Chromium	GSE146188	Cell atlas of aqueous humor outflow pathways in eyes of humans and four model species provides insight into glaucoma pathogenesis	10.1073/PNAS.2001250117	Q93268421
10.1101/2020.04.27.064881 	Mouse	Brain	Chromium				
10.1038/S41467-020-15765-0	Human, Mouse	Culture	Paired-seq	PRJNA578456 	Highly parallel and efficient single cell mRNA sequencing with paired picoliter chambers	10.1038/S41467-020-15765-0	Q94474158
10.1126/SCIENCE.AAY0267	Mouse	Prostate	Chromium	GSE146811	Regenerative potential of prostate luminal cells revealed by single-cell analysis	10.1126/SCIENCE.AAY0267	Q94473592
10.1073/PNAS.1918314117	Human				Single-cell resolution analysis of the human pancreatic ductal progenitor cell niche	10.1073/PNAS.1918314117	Q94473484
10.1101/2020.05.03.065102	Chicken	Heart	Chromium	GSE149457			
10.1038/S41587-020-0497-0	Human, Mouse		Smart-seq3	E-MTAB-8735	Single-cell RNA counting at allele and isoform resolution using Smart-seq3	10.1038/S41587-020-0497-0	Q96230193
10.1038/S41592-020-0820-1	Human, Plasmodium	Culture	Chromium		Souporcell: robust clustering of single-cell RNA-seq data by genotype without reference genotypes	10.1038/S41592-020-0820-1	Q94521708
10.1186/S13059-020-02006-2	Human, Mouse	Pancreas	Chromium & Drop-seq	GSE147203	Single-cell RNA-seq with spike-in cells enables accurate quantification of cell-specific drug effects in pancreatic islets	10.1186/S13059-020-02006-2	Q94586338
10.1038/S41467-020-16113-Y		Ear			Characterization of the development of the mouse cochlear epithelium at the single cell level	10.1038/S41467-020-16113-Y	Q94671498
10.1038/S41467-020-16225-5	Human, Rat	Brain, Culture	Chromium & Smart-seq2	GSE132758	Single cell transcriptomics identifies stem cell-derived graft composition in a model of Parkinson's disease	10.1038/S41467-020-16225-5	Q94948254
10.1101/2020.05.13.093468							
10.1101/2020.05.13.094268			ExSeq				
10.1101/GR.256958.119	Bonobo, Chimpanzee, Human, Macaque				Single-cell-resolution transcriptome map of human, chimpanzee, bonobo, and macaque brains	10.1101/GR.256958.119	Q95324293
10.1016/J.CELREP.2020.107628					Single-Cell RNA Sequencing Reveals a Dynamic Stromal Niche That Supports Tumor Growth	10.1016/J.CELREP.2020.107628	Q95325987
10.1161/CIRCULATIONAHA.119.043545	Mouse	Heart	Chromium	GSE142564	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	10.1161/CIRCULATIONAHA.119.043545	Q95284475
10.1038/S41586-020-2316-7	Human	Blood, Head, Liver, Lung, Skin, Yolk sac	STRT-seq	GSE133345	Deciphering human macrophage development at single-cell resolution	10.1038/S41586-020-2316-7	Q96136775
10.1101/2020.05.21.103820	Human	Culture	Chromium	http://doi.org/10.5281/zenodo.4072909			
10.3389/FCELL.2020.00384	Human	Blood	Chromium	GSE128243	Single-Cell RNA-Seq Analysis Uncovers Distinct Functional Human NKT Cell Sub-Populations in Peripheral Blood	10.3389/FCELL.2020.00384	Q96304802
10.1038/S41467-020-16159-Y	Human	Blood	Chromium	GSE128879	Single cell transcriptomics reveals opioid usage evokes widespread suppression of antiviral gene program	10.1038/S41467-020-16159-Y	Q95839705
10.1016/J.STEM.2020.04.020			barRNA-seq		A Multiplexed Barcodelet Single-Cell RNA-Seq Approach Elucidates Combinatorial Signaling Pathways that Drive ESC Differentiation	10.1016/J.STEM.2020.04.020	Q95857026
10.1016/J.CELL.2020.04.055		Brain, Tumor			Single-Cell Mapping of Human Brain Cancer Reveals Tumor-Specific Instruction of Tissue-Invading Leukocytes	10.1016/J.CELL.2020.04.055	Q96017661
10.1016/J.CCELL.2020.04.015	Human, Mouse	Blood, Bone marrow	Chromium	GSE134759	Extensive Remodeling of the Immune Microenvironment in B Cell Acute Lymphoblastic Leukemia	10.1016/J.CCELL.2020.04.015	Q96017645
10.1101/2020.05.26.117234			SPLiT-seq				
10.1038/S41592-020-0837-5	Human, Mouse	Bone marrow, Culture	TAP-seq	GSE135497	Targeted Perturb-seq enables genome-scale genetic screens in single cells	10.1038/S41592-020-0837-5	Q96127471
10.1101/2020.06.02.131060			Smart-seq-total				
10.1101/2020.06.04.105700	Mouse	Brain	MERFISH	ftp://download.brainimagelibrary.org:8811/02/26/02265ddb0dae51de/			
10.1016/J.DEVCEL.2020.05.010	Human, Macaque, Mouse	Testes			Single-Cell RNA Sequencing of Human, Macaque, and Mouse Testes Uncovers Conserved and Divergent Features of Mammalian Spermatogenesis	10.1016/J.DEVCEL.2020.05.010	Q96174158
10.1038/S41591-020-0944-Y	Human				A single-cell atlas of the peripheral immune response in patients with severe COVID-19	10.1038/S41591-020-0944-Y	Q96230984
10.1016/J.XPRO.2020.100051					Single-Cell Isolation from Regenerating Murine Muscles for RNA-Sequencing Analysis	10.1016/J.XPRO.2020.100051	Q101040836
10.1101/2020.06.14.150599	Mouse		Chromium & Smart-seq2				
10.1016/J.IMMUNI.2020.05.010					Single-Cell RNA-Seq Mapping of Human Thymopoiesis Reveals Lineage Specification Trajectories and a Commitment Spectrum in T Cell Development	10.1016/J.IMMUNI.2020.05.010	Q96585294
10.1038/S41467-020-16893-3					Post-surgical adhesions are triggered by calcium-dependent membrane bridges between mesothelial surfaces	10.1038/S41467-020-16893-3	Q96576345
10.1101/2020.06.17.156943	Mouse	Skin	SHARE-seq				
10.1038/S41591-020-0926-0	Human	Ovary	Chromium & Smart-seq2	GSE146026	A single-cell landscape of high-grade serous ovarian cancer	10.1038/S41591-020-0926-0	Q96641372
10.1016/J.CELL.2020.05.039	Human		Chromium		Multimodal Analysis of Composition and Spatial Architecture in Human Squamous Cell Carcinoma	10.1016/J.CELL.2020.05.039	Q96649382
10.1186/S13073-020-00756-Z	Human	Blood	BD Rhapsody	GSE150060	Discovery of CD80 and CD86 as recent activation markers on regulatory T cells by protein-RNA single-cell analysis	10.1186/S13073-020-00756-Z	Q96682289
10.1038/S41587-020-0602-4	Human	Airways, Nasal epithelium		EGAS00001004481	COVID-19 severity correlates with airway epithelium-immune cell interactions identified by single-cell analysis	10.1038/S41587-020-0602-4	Q96766149
10.1016/J.CELL.2020.06.001					Molecular Pathways of Colon Inflammation Induced by Cancer Immunotherapy	10.1016/J.CELL.2020.06.001	Q96828908
10.1101/2020.06.28.176404			SCOPE-seq2	GSE151137			
10.1016/J.IMMUNI.2020.06.002			Chromium		Transcriptional and Functional Analysis of CD1c+ Human Dendritic Cells Identifies a CD163+ Subset Priming CD8+CD103+ T Cells	10.1016/J.IMMUNI.2020.06.002	Q96945893
10.1101/2020.06.30.178301	Mouse	Bone marrow	CITE-seq				
10.1038/S41592-020-0880-2			ZipSeq		ZipSeq: barcoding for real-time mapping of single cell transcriptomes	10.1038/S41592-020-0880-2	Q97424001
10.1038/S41467-020-17186-5	Human	Brain, Tumor	Chromium	EGAS00001004422	Single-cell RNA-seq reveals that glioblastoma recapitulates a normal neurodevelopmental hierarchy	10.1038/S41467-020-17186-5	Q97534241
10.1126/SCIADV.ABA1972	Human	Lung	Chromium	GSE135893	Single-cell RNA sequencing reveals profibrotic roles of distinct epithelial and mesenchymal lineages in pulmonary fibrosis	10.1126/SCIADV.ABA1972	Q98651977
10.1126/SCIADV.ABA1983	Human	Lung	Chromium	GSE136831	Single-cell RNA-seq reveals ectopic and aberrant lung-resident cell populations in idiopathic pulmonary fibrosis	10.1126/SCIADV.ABA1983	Q98651981
10.1681/ASN.2019080770					Single-Cell RNA Sequencing Reveals mRNA Splice Isoform Switching during Kidney Development	10.1681/ASN.2019080770	Q97528163
10.1681/ASN.2020020220	Mouse	Kidney	Chromium	GSE146912	Single-Cell Transcriptome Profiling of the Kidney Glomerulus Identifies Key Cell Types and Reactions to Injury	10.1681/ASN.2020020220	Q97528173
10.1126/SCIIMMUNOL.ABD1554	Human	Blood	Chromium	GSE149689	Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19	10.1126/SCIIMMUNOL.ABD1554	Q97528043
10.1101/2020.07.11.193458	Mouse	Liver	snRNA-seq-2				
10.1002/CTM2.133					Analysis of single-cell RNAseq identifies transitional states of T cells associated with hepatocellular carcinoma	10.1002/CTM2.133	Q97558796
10.1038/S41586-020-2496-1	Mouse	Bladder, Brain, Fat, Heart, Kidney, Large intestine, Muscle, Liver, Lung, Mammary gland, Bone marrow, Pancreas, Skin, Spleen, Thymus, Tongue, Trachea	Chromium & Smart-seq2	GSE132042	A single-cell transcriptomic atlas characterizes ageing tissues in the mouse	10.1038/S41586-020-2496-1	Q97569253
10.1084/JEM.20200483	Human	Tonsil	CITE-seq	GSE139891	Single-cell analysis of germinal-center B cells informs on lymphoma cell of origin and outcome	10.1084/JEM.20200483	Q96827716
10.1038/S41590-020-0736-Z	Mouse	Blood			Single-cell transcriptome profiling reveals neutrophil heterogeneity in homeostasis and infection	10.1038/S41590-020-0736-Z	Q97905772
10.1007/S00441-020-03249-Y	Human	Culture	Drop-seq	www.doi.org/10.17881/lcsb.20190326.01	Single-cell transcriptomics reveals multiple neuronal cell types in human midbrain-specific organoids	10.1007/S00441-020-03249-Y	Q98184554
10.1038/S41590-020-0743-0	Human	Blood	Chromium	phs002048.v1.p1	Mapping systemic lupus erythematosus heterogeneity at the single-cell level	10.1038/S41590-020-0743-0	Q98196886
10.1038/S41591-020-1003-4				GSE148837	Single-cell atlas of colonic CD8+ T cells in ulcerative colitis	10.1038/S41591-020-1003-4	Q98196917
10.1038/S41380-020-0844-Z	Human	Culture	Quartz-seq2		Developmental excitation-inhibition imbalance underlying psychoses revealed by single-cell analyses of discordant twins-derived cerebral organoids	10.1038/S41380-020-0844-Z	Q98237949
10.1101/2020.08.10.243543			FLT-seq				
10.1007/S13238-020-00762-2 	Human	Blood					
10.1016/J.CELL.2020.06.032			INs-seq		Coupled scRNA-Seq and Intracellular Protein Activity Reveal an Immunosuppressive Role of TREM2 in Cancer	10.1016/J.CELL.2020.06.032	Q98388185
10.1126/SCIENCE.ABC6261	Human	Blood	CITE-seq	GSE155673	Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans	10.1126/SCIENCE.ABC6261	Q98394258
10.1101/2020.08.11.203117			Chromium				
10.1038/S41590-020-0762-X					Single-cell landscape of immunological responses in patients with COVID-19	10.1038/S41590-020-0762-X	Q98394889
10.1016/J.DEVCEL.2020.07.018	Cynomolgus macaque, Human, Mouse, Pig, Rhesus macaque	Testis	Chromium	E-MTAB-8979	Single-Cell RNA Sequencing of the Cynomolgus Macaque Testis Reveals Conserved Transcriptional Profiles during Mammalian Spermatogenesis	10.1016/J.DEVCEL.2020.07.018	Q98469310
10.1038/S41588-020-0642-1				OEP000825	Single-cell transcriptomics identifies a distinct luminal progenitor cell type in distal prostate invagination tips	10.1038/S41588-020-0642-1	Q98513890
10.1165/RCMB.2020-0095MA	Mouse	Lung	Chromium		Single Nucleus RNASeq Profiling of Mouse Lung: Reduced Dissociation Bias and Improved Rare Cell Type Detection Compared with Single Cell RNASeq	10.1165/RCMB.2020-0095MA	Q98507566
10.1016/J.CELL.2020.07.017	Human	Lung			Therapy-Induced Evolution of Human Lung Cancer Revealed by Single-Cell RNA Sequencing	10.1016/J.CELL.2020.07.017	Q98614795
10.1016/J.STEM.2020.08.001	Mouse				Single-Cell Analysis of Neonatal HSC Ontogeny Reveals Gradual and Uncoordinated Transcriptional Reprogramming that Begins before Birth	10.1016/J.STEM.2020.08.001	Q98614803
10.1101/2020.08.20.257246	Mouse						
10.1038/S41467-020-17876-0	Human	Brain	Chromium	GSE140231	A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders	10.1038/S41467-020-17876-0	Q98623473
10.1126/SCIIMMUNOL.ABB4432	Human	Blood, Rectum	Chromium	GSE125527	Heterogeneity and clonal relationships of adaptive immune cells in ulcerative colitis revealed by single-cell analyses	10.1126/SCIIMMUNOL.ABB4432	Q98622021
10.7554/ELIFE.58810	Mouse				Single-cell RNA-sequencing reveals distinct patterns of cell state heterogeneity in mouse models of breast cancer	10.7554/ELIFE.58810	Q98718297
10.3390/MI11090815	Human	Skin	Chromium		Characterization of Diabetic and Non-Diabetic Foot Ulcers Using Single-Cell RNA-Sequencing	10.3390/MI11090815	Q98884778
10.1038/S41423-020-00527-1	Mouse				Exploring the stage-specific roles of Tcf-1 in T cell development and malignancy at single-cell resolution	10.1038/S41423-020-00527-1	Q99637272
10.1038/S41467-020-18155-8	Mouse	Thymus	Chromium	PRJNA549112	Single-cell RNA sequencing identifies shared differentiation paths of mouse thymic innate T cells	10.1038/S41467-020-18155-8	Q99637086
10.1038/S41592-020-0935-4	Human, Mouse	Culture	scNT-seq	GSE141851	Massively parallel and time-resolved RNA sequencing in single cells with scNT-seq	10.1038/S41592-020-0935-4	Q99637292
10.1101/2020.09.02.276865	Human						
10.1101/2020.09.04.283499							
10.1007/S10529-020-02997-9	Cow				Simultaneous detection of multiple mRNAs and proteins in bovine IVD cells and tissue with single cell resolution	10.1007/S10529-020-02997-9	Q99236549
10.1038/S41422-020-00412-6					Single-cell transcriptomic atlas of primate cardiopulmonary aging	10.1038/S41422-020-00412-6	Q99350329
10.1093/NAR/GKAA792			HybISS		Hybridization-based in situ sequencing (HybISS) for spatially resolved transcriptomics in human and mouse brain tissue	10.1093/NAR/GKAA792	Q100379062
10.1038/S41586-020-2734-6	Human	Culture	Chromium	GSE150311			
10.1126/SCIIMMUNOL.ABB8786	Human	Brain, Spine	Chromium	GSE157277	Transcriptomic and clonal characterization of T cells in the human central nervous system	10.1126/SCIIMMUNOL.ABB8786	Q99571916
10.1681/ASN.2020060806	Mouse	Kidney	Chromium & Smart-seq2	GSE140023	Kidney Single-Cell Atlas Reveals Myeloid Heterogeneity in Progression and Regression of Kidney Disease	10.1681/ASN.2020060806	Q99727076
10.1101/2020.09.25.313239							
10.1016/J.CELREP.2020.108189					Single-Nucleus RNA-Seq Is Not Suitable for Detection of Microglial Activation Genes in Humans	10.1016/J.CELREP.2020.108189	Q100392106
10.1101/2020.09.30.294959							
10.1161/CIRCULATIONAHA.120.046528	Human	Aorta	Chromium		Single-Cell Transcriptome Analysis Reveals Dynamic Cell Populations and Differential Gene Expression Patterns in Control and Aneurysmal Human Aortic Tissue	10.1161/CIRCULATIONAHA.120.046528	Q100444928
10.1038/S41421-020-00200-X					Single-cell transcriptome atlas of lung adenocarcinoma featured with ground glass nodules	10.1038/S41421-020-00200-X	Q100751514
10.1097/SHK.0000000000001671					Single Cell RNA-SEQ of Human Myeloid Derived Suppressor Cells in Late Sepsis Reveals Multiple Subsets with Unique Transcriptional Responses: A Pilot Study	10.1097/SHK.0000000000001671	Q100456564
10.1016/J.CELREP.2020.108222	Mouse	Culture	CEL-seq2	GSE140890	Parallel Single-Cell RNA-Seq and Genetic Recording Reveals Lineage Decisions in Developing Embryoid Bodies	10.1016/J.CELREP.2020.108222	Q100486514
10.1164/RCCM.202006-2169OC  							
10.1016/J.JAUT.2020.102547	Human	Blood	ICELL8	E-GEAD-344	Integrated bulk and single-cell RNA-sequencing identified disease-relevant monocytes and a gene network module underlying systemic sclerosis	10.1016/J.JAUT.2020.102547	Q100515068
10.1101/2020.10.07.329839							
10.1101/2020.10.08.332130							
10.1101/2020.10.12.335331							
10.1016/J.IMMUNI.2020.09.015	Human, Mouse	Blood, Culture, Skin	Chromium & Seq-Well S3	GSE150672	Second-Strand Synthesis-Based Massively Parallel scRNA-Seq Reveals Cellular States and Molecular Features of Human Inflammatory Skin Pathologies	10.1016/J.IMMUNI.2020.09.015	Q100540764
10.1016/J.CELREP.2020.108263	Human	Culture	Chromium	E-MTAB-9154	Single-Cell Transcriptomics of Parkinson's Disease Human In Vitro Models Reveals Dopamine Neuron-Specific Stress Responses	10.1016/J.CELREP.2020.108263	Q100540790
10.1038/S41586-020-2821-8	Mouse	Brain			The cellular basis of distinct thirst modalities	10.1038/S41586-020-2821-8	Q100560052
10.1101/2020.10.16.342709							
10.1101/2020.10.17.341651							
10.1038/S41467-020-19012-4					Single-cell transcriptomics identifies divergent developmental lineage trajectories during human pituitary development	10.1038/S41467-020-19012-4	Q100736929
10.1038/S41590-020-0799-X					A new lymphoid-primed progenitor marked by Dach1 downregulation identified with single cell multi-omics	10.1038/S41590-020-0799-X	Q100737331
10.1101/2020.10.18.344663							
10.1016/J.CELREP.2020.108273			Chromium		Integrated Single-Cell Transcriptomics and Chromatin Accessibility Analysis Reveals Regulators of Mammary Epithelial Cell Identity	10.1016/J.CELREP.2020.108273	Q100758406
10.1101/2020.10.19.343129	Mouse	Brain					
10.1101/2020.10.22.351262							
10.1016/J.CELL.2020.09.056	Mouse	Skin	SHARE-seq		Chromatin Potential Identified by Shared Single-Cell Profiling of RNA and Chromatin	10.1016/J.CELL.2020.09.056	Q100899356
10.1126/SCIIMMUNOL.ABA9953	Human	Blood	Chromium	GSE150132	A distinct GM-CSF+ T helper cell subset requires T-bet to adopt a TH1 phenotype and promote neuroinflammation	10.1126/SCIIMMUNOL.ABA9953	Q100958131
10.1038/S41591-020-1102-2	Mouse				Acute liver failure is regulated by MYC- and microbiome-dependent programs	10.1038/S41591-020-1102-2	Q101237604
10.1038/S43018-020-00121-4	Human	Blood, Pancreas	Chromium	GSE155698			
10.1101/2020.10.26.354829	Human						
10.1016/J.CELL.2020.09.064	Mouse	Brain	CITE-seq	GSE134285	CNS-Native Myeloid Cells Drive Immune Suppression in the Brain Metastatic Niche through Cxcl10	10.1016/J.CELL.2020.09.064	Q101045737
10.1101/2020.10.27.357715							
10.1038/S41467-020-19234-6	Mouse	Skin	Chromium	GSE154579	Murine interfollicular epidermal differentiation is gradualistic with GRHL3 controlling progression from stem to transition cell states	10.1038/S41467-020-19234-6	Q101051151
10.1016/J.CELL.2020.09.012	Mouse				Single-Cell Transcriptomics Reveals Early Emergence of Liver Parenchymal and Non-parenchymal Cell Lineages	10.1016/J.CELL.2020.09.012	Q101127596
10.1126/SCIADV.ABA5536	Human	Bone marrow	Chromium	GSE138811	Leukemia-on-a-chip: Dissecting the chemoresistance mechanisms in B cell acute lymphoblastic leukemia bone marrow niche	10.1126/SCIADV.ABA5536	Q101132136
